FID,OBJECTID,SHAPE,HTXT,HTXTK,HLINIEN,DIVA_ID,LTYP,WEBLINK1,SE_ANNO_CAD_DATA
OEFFHALTESTOGD.8196296,8196296,POINT (16.572986453801388 48.19703923714233),Neu-Oberhausen Mozartgasse,Neu-Oberhausen Mozartgasse,552,,3,https://anachb.vor.at?P=SQ&input=Neu-Oberhausen%20Mozartgasse&start=1,
OEFFHALTESTOGD.8196297,8196297,POINT (16.575160351866014 48.20088931684963),Neu-Oberhausen Schrammelgasse,Neu-Oberhausen Schrammelgasse,552,,3,https://anachb.vor.at?P=SQ&input=Neu-Oberhausen%20Schrammelgasse&start=1,
OEFFHALTESTOGD.8196298,8196298,POINT (16.575115452713423 48.20099711633996),Neu-Oberhausen Schrammelgasse,Neu-Oberhausen Schrammelgasse,552,,3,https://anachb.vor.at?P=SQ&input=Neu-Oberhausen%20Schrammelgasse&start=1,
OEFFHALTESTOGD.8196299,8196299,POINT (16.34834566707856 48.11164716268317),Vösendorf Fischerstraße,Vösendorf Fischerstraße,268,,3,https://anachb.vor.at?P=SQ&input=Vösendorf%20Fischerstraße&start=1,
OEFFHALTESTOGD.8196300,8196300,POINT (16.35046566707579 48.116463137802825),Vösendorf Badgasse,Vösendorf Badgasse,"266, 268",,3,https://anachb.vor.at?P=SQ&input=Vösendorf%20Badgasse&start=1,
OEFFHALTESTOGD.8196301,8196301,POINT (16.350393867631897 48.11637923819674),Vösendorf Badgasse,Vösendorf Badgasse,"266, 268",,3,https://anachb.vor.at?P=SQ&input=Vösendorf%20Badgasse&start=1,
OEFFHALTESTOGD.8196302,8196302,POINT (16.350717151110658 48.109673769529394),Vösendorf Strandstraße,Vösendorf Strandstraße,268,,3,https://anachb.vor.at?P=SQ&input=Vösendorf%20Strandstraße&start=1,
OEFFHALTESTOGD.8196303,8196303,POINT (16.284197871053728 48.38220233396405),Unterrohrbach Im Rauchenberg,Unterrohrbach Im Rauchenberg,"830, 832",,3,https://anachb.vor.at?P=SQ&input=Unterrohrbach%20(Korneuburg)%20Im%20Rauchenberg&start=1,
OEFFHALTESTOGD.8196304,8196304,POINT (16.284036171505363 48.382130735017824),Unterrohrbach Im Rauchenberg,Unterrohrbach Im Rauchenberg,"830, 832",,3,https://anachb.vor.at?P=SQ&input=Unterrohrbach%20(Korneuburg)%20Im%20Rauchenberg&start=1,
OEFFHALTESTOGD.8196305,8196305,POINT (16.31832470126258 48.38102100683177),Leobendorf Rohrbacher Straße,Leobendorf Rohrbacher Straße,"832, 831",,3,https://anachb.vor.at?P=SQ&input=Leobendorf%20(NÖ)%20Rohrbacher%20Straße&start=1,
OEFFHALTESTOGD.8196306,8196306,POINT (16.31803720184881 48.38075250866065),Leobendorf Rohrbacher Straße,Leobendorf Rohrbacher Straße,"832, 831",,3,https://anachb.vor.at?P=SQ&input=Leobendorf%20(NÖ)%20Rohrbacher%20Straße&start=1,
OEFFHALTESTOGD.8196307,8196307,POINT (16.313626476116525 48.358797417492106),Korneuburg Kornfeldstraße,Korneuburg Kornfeldstraße,"830, 832, 831",,3,https://anachb.vor.at?P=SQ&input=Korneuburg%20Kornfeldstraße&start=1,
OEFFHALTESTOGD.8196308,8196308,POINT (16.31355457597094 48.35867211830256),Korneuburg Kornfeldstraße,Korneuburg Kornfeldstraße,"830, 832, 831",,3,https://anachb.vor.at?P=SQ&input=Korneuburg%20Kornfeldstraße&start=1,
OEFFHALTESTOGD.8196309,8196309,POINT (16.473049227168584 48.14325799083355),Schwechat Wiener Straße,Schwechat Wiener Straße,"71A, 279, 171",,3,https://anachb.vor.at?P=SQ&input=Schwechat%20Wiener%20Straße&start=1,
OEFFHALTESTOGD.8196310,8196310,POINT (16.473008915113567 48.143258038874265),Schwechat Wiener Straße,Schwechat Wiener Straße,"71A, 279, 171",,2,https://anachb.vor.at?P=SQ&input=Schwechat%20Wiener%20Straße&start=1,
OEFFHALTESTOGD.8196311,8196311,POINT (16.473228925650638 48.1431440906412),Schwechat Wiener Straße,Schwechat Wiener Straße,"272, 217, 218",,3,https://anachb.vor.at?P=SQ&input=Schwechat%20Wiener%20Straße&start=1,
OEFFHALTESTOGD.8196312,8196312,POINT (16.47238452975934 48.14329989124925),Schwechat Wiener Straße,Schwechat Wiener Straße,"272, 71A, 279, 171",,3,https://anachb.vor.at?P=SQ&input=Schwechat%20Wiener%20Straße&start=1,
OEFFHALTESTOGD.8196313,8196313,POINT (16.472344217670383 48.14329993905686),Schwechat Wiener Straße,Schwechat Wiener Straße,"272, 71A, 279, 171",,2,https://anachb.vor.at?P=SQ&input=Schwechat%20Wiener%20Straße&start=1,
OEFFHALTESTOGD.8196314,8196314,POINT (16.47256412864538 48.14319799105175),Schwechat Wiener Straße,Schwechat Wiener Straße,"217, 218",,3,https://anachb.vor.at?P=SQ&input=Schwechat%20Wiener%20Straße&start=1,
OEFFHALTESTOGD.8196315,8196315,POINT (16.448893959521758 48.288315022404845),Gerasdorf Mozartweg,Gerasdorf Mozartweg,511,,3,https://anachb.vor.at?P=SQ&input=Gerasdorf%20bei%20Wien%20Mozartweg&start=1,
OEFFHALTESTOGD.8196316,8196316,POINT (16.451840447704697 48.28934901491521),Gerasdorf Blumenweg,Gerasdorf Blumenweg,511,,3,https://anachb.vor.at?P=SQ&input=Gerasdorf%20bei%20Wien%20Blumenweg&start=1,
OEFFHALTESTOGD.8196317,8196317,POINT (16.451328448900323 48.2890323164653),Gerasdorf Blumenweg,Gerasdorf Blumenweg,511,,3,https://anachb.vor.at?P=SQ&input=Gerasdorf%20bei%20Wien%20Blumenweg&start=1,
OEFFHALTESTOGD.8196318,8196318,POINT (16.45496653439649 48.29046080587699),Gerasdorf Anzengruberweg,Gerasdorf Anzengruberweg,511,,3,https://anachb.vor.at?P=SQ&input=Gerasdorf%20bei%20Wien%20Anzengruberweg&start=1,
OEFFHALTESTOGD.8196319,8196319,POINT (16.455029433288725 48.29035920659207),Gerasdorf Anzengruberweg,Gerasdorf Anzengruberweg,511,,3,https://anachb.vor.at?P=SQ&input=Gerasdorf%20bei%20Wien%20Anzengruberweg&start=1,
OEFFHALTESTOGD.8196320,8196320,POINT (16.292929275332735 48.31225425994682),Klosterneuburg Eichbergg. 30,Klosterneuburg Eichbergg. 30,402,,3,https://anachb.vor.at?P=SQ&input=Klosterneuburg%20Eichberggasse%2030&start=1,
OEFFHALTESTOGD.8196321,8196321,POINT (16.295237962146413 48.31133416178243),Klosterneuburg Leopoldsgraben,Klosterneuburg Leopoldsgraben,402,,3,https://anachb.vor.at?P=SQ&input=Klosterneuburg%20Leopoldsgraben&start=1,
OEFFHALTESTOGD.8196322,8196322,POINT (16.299864243282503 48.31285165000242),Klosterneuburg Dr.-Teichmann-Gasse,Klosterneuburg Dr.-Teichmann-Gasse,402,,3,https://anachb.vor.at?P=SQ&input=Klosterneuburg%20Dr.-Teichmann-Gasse&start=1,
OEFFHALTESTOGD.8196323,8196323,POINT (16.302298735006513 48.314805237818476),Klosterneuburg Kindergarten,Klosterneuburg Kindergarten,"403, 402",,3,https://anachb.vor.at?P=SQ&input=Klosterneuburg%20Kindergarten&start=1,
OEFFHALTESTOGD.8196324,8196324,POINT (16.302487333845033 48.31476933804807),Klosterneuburg Kindergarten,Klosterneuburg Kindergarten,402,,3,https://anachb.vor.at?P=SQ&input=Klosterneuburg%20Kindergarten&start=1,
OEFFHALTESTOGD.8196325,8196325,POINT (16.45867661949181 48.291793596072516),Gerasdorf Johann-Kaller-Gasse,Gerasdorf Johann-Kaller-Gasse,511,,3,https://anachb.vor.at?P=SQ&input=Gerasdorf%20bei%20Wien%20Johann-Kaller-Gasse&start=1,
OEFFHALTESTOGD.8196326,8196326,POINT (16.458110621442103 48.291452898522955),Gerasdorf Johann-Kaller-Gasse,Gerasdorf Johann-Kaller-Gasse,511,,3,https://anachb.vor.at?P=SQ&input=Gerasdorf%20bei%20Wien%20Johann-Kaller-Gasse&start=1,
OEFFHALTESTOGD.8196327,8196327,POINT (16.267578319590942 48.000747370877555),Tribuswinkel J.-Lichtenecker-Gasse,Tribuswinkel J.-Lichtenecker-Gasse,"320, 310",,3,https://anachb.vor.at?P=SQ&input=Tribuswinkel%20Josef-Lichtenecker-Gasse&start=1,
OEFFHALTESTOGD.8196328,8196328,POINT (16.267623218470913 48.00064527100073),Tribuswinkel J.-Lichtenecker-Gasse,Tribuswinkel J.-Lichtenecker-Gasse,"320, 310",,3,https://anachb.vor.at?P=SQ&input=Tribuswinkel%20Josef-Lichtenecker-Gasse&start=1,
OEFFHALTESTOGD.8196329,8196329,POINT (16.58077478928932 48.18427749063764),Oberhausen Volksschule,Oberhausen Volksschule,"552, 550",,3,https://anachb.vor.at?P=SQ&input=Oberhausen%20(NÖ)%20Volksschule&start=1,
OEFFHALTESTOGD.8196330,8196330,POINT (16.580801688547567 48.18428349120581),Oberhausen Volksschule,Oberhausen Volksschule,"553, 550",,3,https://anachb.vor.at?P=SQ&input=Oberhausen%20(NÖ)%20Volksschule&start=1,
OEFFHALTESTOGD.8196331,8196331,POINT (16.46262920252208 48.29319218578572),Gerasdorf Dr.-Theodor-Körner-Gasse,Gerasdorf Dr.-Theodor-Körner-Gasse,511,,3,https://anachb.vor.at?P=SQ&input=Gerasdorf%20bei%20Wien%20Dr.-Theodor-Körner-Gasse&start=1,
OEFFHALTESTOGD.8196332,8196332,POINT (16.461928504833445 48.29277978824572),Gerasdorf Dr.-Theodor-Körner-Gasse,Gerasdorf Dr.-Theodor-Körner-Gasse,511,,3,https://anachb.vor.at?P=SQ&input=Gerasdorf%20bei%20Wien%20Dr.-Theodor-Körner-Gasse&start=1,
OEFFHALTESTOGD.8196333,8196333,POINT (16.52816052907265 48.08380332034403),Rauchenwarth Kirchenplatz,Rauchenwarth Kirchenplatz,"272, 221",,3,https://anachb.vor.at?P=SQ&input=Rauchenwarth%20Kirchenplatz&start=1,
OEFFHALTESTOGD.8196334,8196334,POINT (16.528052729798546 48.08410341973618),Rauchenwarth Kirchenplatz,Rauchenwarth Kirchenplatz,"272, 221",,3,https://anachb.vor.at?P=SQ&input=Rauchenwarth%20Kirchenplatz&start=1,
OEFFHALTESTOGD.8196335,8196335,POINT (16.437202418460867 48.23647841655308),Arminenstraße,Arminenstraße,25,,1,https://anachb.vor.at?P=SQ&input=Wien%20Arminenstraße&start=1,
OEFFHALTESTOGD.8196336,8196336,POINT (16.437148517954387 48.236394616473696),Arminenstraße,Arminenstraße,25,,1,https://anachb.vor.at?P=SQ&input=Wien%20Arminenstraße&start=1,
OEFFHALTESTOGD.8196337,8196337,POINT (16.436977818779837 48.23634671701914),Arminenstraße,Arminenstraße,93A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Arminenstraße&start=1,
OEFFHALTESTOGD.8196338,8196338,POINT (16.43742701754445 48.23644841640237),Arminenstraße,Arminenstraße,93A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Arminenstraße&start=1,
OEFFHALTESTOGD.8196339,8196339,POINT (16.337139434391105 48.1837985296867),Arndtstraße,Arndtstraße,12A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Arndtstraße&start=1,
OEFFHALTESTOGD.8196340,8196340,POINT (16.479485932813773 48.25138051919182),"Breitenlee, Arnikaweg","Breitenlee, Arnikaweg","86A, N24, 24A",,2,"https://anachb.vor.at?P=SQ&input=Wien%20Breitenlee,%20Arnikaweg&start=1",
OEFFHALTESTOGD.8196341,8196341,POINT (16.479485932813773 48.25138051919182),"Breitenlee, Arnikaweg","Breitenlee, Arnikaweg",N24,,10,"https://anachb.vor.at?P=SQ&input=Wien%20Breitenlee,%20Arnikaweg&start=1",
OEFFHALTESTOGD.8196342,8196342,POINT (16.479485932813773 48.25138051919182),"Breitenlee, Arnikaweg","Breitenlee, Arnikaweg",N24,,11,"https://anachb.vor.at?P=SQ&input=Wien%20Breitenlee,%20Arnikaweg&start=1",
OEFFHALTESTOGD.8196343,8196343,POINT (16.479485932813773 48.25138051919182),"Breitenlee, Arnikaweg","Breitenlee, Arnikaweg",N24,,13,"https://anachb.vor.at?P=SQ&input=Wien%20Breitenlee,%20Arnikaweg&start=1",
OEFFHALTESTOGD.8196344,8196344,POINT (16.479485932813773 48.25138051919182),"Breitenlee, Arnikaweg","Breitenlee, Arnikaweg",N24,,12,"https://anachb.vor.at?P=SQ&input=Wien%20Breitenlee,%20Arnikaweg&start=1",
OEFFHALTESTOGD.8196345,8196345,POINT (16.480240527971272 48.251506118414326),"Breitenlee, Arnikaweg","Breitenlee, Arnikaweg","N24, 24A",,2,"https://anachb.vor.at?P=SQ&input=Wien%20Breitenlee,%20Arnikaweg&start=1",
OEFFHALTESTOGD.8196346,8196346,POINT (16.480240527971272 48.251506118414326),"Breitenlee, Arnikaweg","Breitenlee, Arnikaweg",N24,,10,"https://anachb.vor.at?P=SQ&input=Wien%20Breitenlee,%20Arnikaweg&start=1",
OEFFHALTESTOGD.8196347,8196347,POINT (16.480240527971272 48.251506118414326),"Breitenlee, Arnikaweg","Breitenlee, Arnikaweg",N24,,11,"https://anachb.vor.at?P=SQ&input=Wien%20Breitenlee,%20Arnikaweg&start=1",
OEFFHALTESTOGD.8196348,8196348,POINT (16.480240527971272 48.251506118414326),"Breitenlee, Arnikaweg","Breitenlee, Arnikaweg",N24,,13,"https://anachb.vor.at?P=SQ&input=Wien%20Breitenlee,%20Arnikaweg&start=1",
OEFFHALTESTOGD.8196349,8196349,POINT (16.480240527971272 48.251506118414326),"Breitenlee, Arnikaweg","Breitenlee, Arnikaweg",N24,,12,"https://anachb.vor.at?P=SQ&input=Wien%20Breitenlee,%20Arnikaweg&start=1",
OEFFHALTESTOGD.8196350,8196350,POINT (16.384309803989513 48.1835350014648),Arsenal,Arsenal,69A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Arsenal&start=1,
OEFFHALTESTOGD.8196351,8196351,POINT (16.38411210492866 48.183684700820926),Arsenal,Arsenal,69A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Arsenal&start=1,
OEFFHALTESTOGD.8196352,8196352,POINT (16.281516188637088 48.242586983909206),Artariastraße,Artariastraße,"43B, 43A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Artariastraße&start=1,
OEFFHALTESTOGD.8196353,8196353,POINT (16.281255590345957 48.24261688356352),Artariastraße,Artariastraße,"43B, 43A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Artariastraße&start=1,
OEFFHALTESTOGD.8196354,8196354,POINT (16.37210174801014 48.17278276062179),Arthaberplatz,Arthaberplatz,"N65, 7A, N66",,2,https://anachb.vor.at?P=SQ&input=Wien%20Arthaberplatz&start=1,
OEFFHALTESTOGD.8196355,8196355,POINT (16.37210174801014 48.17278276062179),Arthaberplatz,Arthaberplatz,"N65, N66",,10,https://anachb.vor.at?P=SQ&input=Wien%20Arthaberplatz&start=1,
OEFFHALTESTOGD.8196356,8196356,POINT (16.37210174801014 48.17278276062179),Arthaberplatz,Arthaberplatz,"N65, N66",,11,https://anachb.vor.at?P=SQ&input=Wien%20Arthaberplatz&start=1,
OEFFHALTESTOGD.8196357,8196357,POINT (16.37204784767683 48.17186026511043),Arthaberplatz,Arthaberplatz,"N65, N66",,2,https://anachb.vor.at?P=SQ&input=Wien%20Arthaberplatz&start=1,
OEFFHALTESTOGD.8196358,8196358,POINT (16.37204784767683 48.17186026511043),Arthaberplatz,Arthaberplatz,"N65, N66",,10,https://anachb.vor.at?P=SQ&input=Wien%20Arthaberplatz&start=1,
OEFFHALTESTOGD.8196359,8196359,POINT (16.37204784767683 48.17186026511043),Arthaberplatz,Arthaberplatz,"N65, N66",,11,https://anachb.vor.at?P=SQ&input=Wien%20Arthaberplatz&start=1,
OEFFHALTESTOGD.8196360,8196360,POINT (16.372290347216524 48.17310625894294),Arthaberplatz,Arthaberplatz,"O, 11",,1,https://anachb.vor.at?P=SQ&input=Wien%20Arthaberplatz&start=1,
OEFFHALTESTOGD.8196361,8196361,POINT (16.372613743106847 48.17128506718803),Arthaberplatz (Inzersdorfer Str.),Arthaberplatz (Inzersdorfer Str.),7A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Arthaberplatz&start=1,
OEFFHALTESTOGD.8196362,8196362,POINT (16.37194004750597 48.17183626529609),Arthaberplatz,Arthaberplatz,"O, 11",,1,https://anachb.vor.at?P=SQ&input=Wien%20Arthaberplatz&start=1,
OEFFHALTESTOGD.8196363,8196363,POINT (16.472748444875204 48.164484937620955),Artillerieplatz,Artillerieplatz,"79A, 79B, 76B, 73A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Artillerieplatz&start=1,
OEFFHALTESTOGD.8196364,8196364,POINT (16.472802343593248 48.163442342827814),Artillerieplatz (Zinnergasse),Artillerieplatz (Zinnergasse),"79A, 79B, 76B, 73A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Artillerieplatz&start=1,
OEFFHALTESTOGD.8196365,8196365,POINT (16.445044625124368 48.19700949986455),Aspernallee,Aspernallee,"79A, 79B",,2,https://anachb.vor.at?P=SQ&input=Wien%20Aspernallee&start=1,
OEFFHALTESTOGD.8196366,8196366,POINT (16.39848522917418 48.251835166564454),Broßmannplatz,Broßmannplatz,33A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Broßmannplatz&start=1,
OEFFHALTESTOGD.8196367,8196367,POINT (16.48310606651563 48.21655018320369),Asperner Heldenplatz,Asperner Heldenplatz,"93A, 92A, N91, 98A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Asperner%20Heldenplatz&start=1,
OEFFHALTESTOGD.8196368,8196368,POINT (16.48310606651563 48.21655018320369),Asperner Heldenplatz,Asperner Heldenplatz,N91,,10,https://anachb.vor.at?P=SQ&input=Wien%20Asperner%20Heldenplatz&start=1,
OEFFHALTESTOGD.8196369,8196369,POINT (16.48310606651563 48.21655018320369),Asperner Heldenplatz,Asperner Heldenplatz,N91,,11,https://anachb.vor.at?P=SQ&input=Wien%20Asperner%20Heldenplatz&start=1,
OEFFHALTESTOGD.8196370,8196370,POINT (16.48310606651563 48.21655018320369),Asperner Heldenplatz,Asperner Heldenplatz,N91,,13,https://anachb.vor.at?P=SQ&input=Wien%20Asperner%20Heldenplatz&start=1,
OEFFHALTESTOGD.8196371,8196371,POINT (16.48310606651563 48.21655018320369),Asperner Heldenplatz,Asperner Heldenplatz,N91,,12,https://anachb.vor.at?P=SQ&input=Wien%20Asperner%20Heldenplatz&start=1,
OEFFHALTESTOGD.8196372,8196372,POINT (16.483177867000187 48.2169870809913),Asperner Heldenplatz,Asperner Heldenplatz,"97A, 92A, N91, N26",,2,https://anachb.vor.at?P=SQ&input=Wien%20Asperner%20Heldenplatz&start=1,
OEFFHALTESTOGD.8196373,8196373,POINT (16.483177867000187 48.2169870809913),Asperner Heldenplatz,Asperner Heldenplatz,"N91, N26",,10,https://anachb.vor.at?P=SQ&input=Wien%20Asperner%20Heldenplatz&start=1,
OEFFHALTESTOGD.8196374,8196374,POINT (16.483177867000187 48.2169870809913),Asperner Heldenplatz,Asperner Heldenplatz,"N91, N26",,11,https://anachb.vor.at?P=SQ&input=Wien%20Asperner%20Heldenplatz&start=1,
OEFFHALTESTOGD.8196375,8196375,POINT (16.483177867000187 48.2169870809913),Asperner Heldenplatz,Asperner Heldenplatz,"N91, N26",,13,https://anachb.vor.at?P=SQ&input=Wien%20Asperner%20Heldenplatz&start=1,
OEFFHALTESTOGD.8196376,8196376,POINT (16.483177867000187 48.2169870809913),Asperner Heldenplatz,Asperner Heldenplatz,"N91, N26",,12,https://anachb.vor.at?P=SQ&input=Wien%20Asperner%20Heldenplatz&start=1,
OEFFHALTESTOGD.8196377,8196377,POINT (16.481489104274424 48.23808188101313),Frederick-Loewe-Weg,Frederick-Loewe-Weg,N23,,11,https://anachb.vor.at?P=SQ&input=Wien%20Frederick-Loewe-Weg&start=1,
OEFFHALTESTOGD.8196378,8196378,POINT (16.481489104274424 48.23808188101313),Frederick-Loewe-Weg,Frederick-Loewe-Weg,N23,,10,https://anachb.vor.at?P=SQ&input=Wien%20Frederick-Loewe-Weg&start=1,
OEFFHALTESTOGD.8196379,8196379,POINT (16.4815610030648 48.237932281909316),Frederick-Loewe-Weg,Frederick-Loewe-Weg,26E,,1,https://anachb.vor.at?P=SQ&input=Wien%20Frederick-Loewe-Weg&start=1,
OEFFHALTESTOGD.8196380,8196380,POINT (16.29786527079424 48.143935444180286),Atzgersdorf Friedhof,Atzgersdorf Friedhof,60A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Atzgersdorf%20Friedhof&start=1,
OEFFHALTESTOGD.8196381,8196381,POINT (16.297982069771596 48.14347984655571),Atzgersdorf Friedhof,Atzgersdorf Friedhof,60A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Atzgersdorf%20Friedhof&start=1,
OEFFHALTESTOGD.8196382,8196382,POINT (16.295044589091873 48.147351929752105),Atzgersdorf Kirchenplatz,Atzgersdorf Kirchenplatz,"66A, N66",,2,https://anachb.vor.at?P=SQ&input=Wien%20Atzgersdorf%20Kirchenplatz&start=1,
OEFFHALTESTOGD.8196383,8196383,POINT (16.295044589091873 48.147351929752105),Atzgersdorf Kirchenplatz,Atzgersdorf Kirchenplatz,N66,,10,https://anachb.vor.at?P=SQ&input=Wien%20Atzgersdorf%20Kirchenplatz&start=1,
OEFFHALTESTOGD.8196384,8196384,POINT (16.295044589091873 48.147351929752105),Atzgersdorf Kirchenplatz,Atzgersdorf Kirchenplatz,N66,,11,https://anachb.vor.at?P=SQ&input=Wien%20Atzgersdorf%20Kirchenplatz&start=1,
OEFFHALTESTOGD.8196385,8196385,POINT (16.293418597660065 48.14749583033585),Atzgersdorf Kirchenplatz,Atzgersdorf Kirchenplatz,"66A, 58A, N66, 58B",,2,https://anachb.vor.at?P=SQ&input=Wien%20Atzgersdorf%20Kirchenplatz&start=1,
OEFFHALTESTOGD.8196386,8196386,POINT (16.293418597660065 48.14749583033585),Atzgersdorf Kirchenplatz,Atzgersdorf Kirchenplatz,N66,,10,https://anachb.vor.at?P=SQ&input=Wien%20Atzgersdorf%20Kirchenplatz&start=1,
OEFFHALTESTOGD.8196387,8196387,POINT (16.293418597660065 48.14749583033585),Atzgersdorf Kirchenplatz,Atzgersdorf Kirchenplatz,N66,,11,https://anachb.vor.at?P=SQ&input=Wien%20Atzgersdorf%20Kirchenplatz&start=1,
OEFFHALTESTOGD.8196388,8196388,POINT (16.288361121992143 48.14710623570298),Atzgersdorf (Gatterederstraße),Atzgersdorf (Gatterederstraße),60A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Atzgersdorf&start=1,
OEFFHALTESTOGD.8196389,8196389,POINT (16.289277417553965 48.14779553113805),Atzgersdorf,Atzgersdorf,"66A, 58A, N66, 58B",,2,https://anachb.vor.at?P=SQ&input=Wien%20Atzgersdorf&start=1,
OEFFHALTESTOGD.8196390,8196390,POINT (16.289277417553965 48.14779553113805),Atzgersdorf,Atzgersdorf,N66,,10,https://anachb.vor.at?P=SQ&input=Wien%20Atzgersdorf&start=1,
OEFFHALTESTOGD.8196391,8196391,POINT (16.289277417553965 48.14779553113805),Atzgersdorf,Atzgersdorf,N66,,11,https://anachb.vor.at?P=SQ&input=Wien%20Atzgersdorf&start=1,
OEFFHALTESTOGD.8196392,8196392,POINT (16.289088719699652 48.14814912990637),Atzgersdorf (Gatterederstraße),Atzgersdorf (Gatterederstraße),56A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Atzgersdorf&start=1,
OEFFHALTESTOGD.8196393,8196393,POINT (16.28750772436624 48.146560838362994),Atzgersdorf (Knotzenbachgasse),Atzgersdorf (Knotzenbachgasse),SV510,,2,https://anachb.vor.at?P=SQ&input=Wien%20Atzgersdorf&start=1,
OEFFHALTESTOGD.8196394,8196394,POINT (16.288343122387076 48.14774153192558),Atzgersdorf (Endresstraße),Atzgersdorf (Endresstraße),"66A, 60A, N66",,2,https://anachb.vor.at?P=SQ&input=Wien%20Atzgersdorf&start=1,
OEFFHALTESTOGD.8196395,8196395,POINT (16.288343122387076 48.14774153192558),Atzgersdorf (Endresstraße),Atzgersdorf (Endresstraße),N66,,10,https://anachb.vor.at?P=SQ&input=Wien%20Atzgersdorf&start=1,
OEFFHALTESTOGD.8196396,8196396,POINT (16.288343122387076 48.14774153192558),Atzgersdorf (Endresstraße),Atzgersdorf (Endresstraße),N66,,11,https://anachb.vor.at?P=SQ&input=Wien%20Atzgersdorf&start=1,
OEFFHALTESTOGD.8196397,8196397,POINT (16.288792320751135 48.14801123058849),Atzgersdorf (Gatterederstraße),Atzgersdorf (Gatterederstraße),58B,,2,https://anachb.vor.at?P=SQ&input=Wien%20Atzgersdorf&start=1,
OEFFHALTESTOGD.8196398,8196398,POINT (16.2642728368959 48.139044113635286),An der Liesing,An der Liesing,"N60, 250",,3,https://anachb.vor.at?P=SQ&input=Wien%20An%20der%20Liesing&start=1,
OEFFHALTESTOGD.8196399,8196399,POINT (16.2642325280532 48.13904408845415),An der Liesing,An der Liesing,"N60, 250",,2,https://anachb.vor.at?P=SQ&input=Wien%20An%20der%20Liesing&start=1,
